,run,precision,recall,f1,seg_id,num_endpoints,endpoints,invalidation_d,cube_side_len,decimation_factor,comments,proposed_endpoints
778,779,0.5,1.0,0.6666666666666666,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5600,650,0.7455555555555555,good,"[[127481 180781  21815]
 [146006 169081  22010]
 [129756 173468  22124]
 [127643 175418  22286]
 [127643 168268  22156]
 [143731 168918  22400]]"
779,780,0.5,1.0,0.6666666666666666,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5600,650,0.8,good,"[[127481 180781  21815]
 [146006 169081  22010]
 [129756 173468  22124]
 [127643 175418  22286]
 [127643 168268  22156]
 [143731 168918  22400]]"
780,781,0.4,0.6666666666666666,0.5,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5600,700,0.31,good,"[[127487 181037  21813]
 [146037 168962  22006]
 [129762 173337  22128]
 [143762 168787  22408]
 [127662 168612  22181]]"
781,782,0.4,0.6666666666666666,0.5,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5600,700,0.36444444444444446,good,"[[127487 181037  21813]
 [146037 168962  22006]
 [129762 173337  22128]
 [143762 168787  22408]
 [127662 168612  22181]]"
782,783,0.4,0.6666666666666666,0.5,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5600,700,0.41888888888888887,good,"[[127487 181037  21813]
 [146037 168962  22006]
 [129762 173337  22128]
 [143762 168787  22408]
 [127662 168612  22181]]"
783,784,0.4,0.6666666666666666,0.5,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5600,700,0.47333333333333333,good,"[[127487 181037  21813]
 [146037 168962  22006]
 [129762 173337  22128]
 [143762 168787  22408]
 [127662 168612  22181]]"
784,785,0.4,0.6666666666666666,0.5,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5600,700,0.5277777777777778,good,"[[127487 181037  21813]
 [146037 168962  22006]
 [129762 173337  22128]
 [143762 168787  22408]
 [127662 168612  22181]]"
785,786,0.4,0.6666666666666666,0.5,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5600,700,0.5822222222222222,good,"[[127487 181037  21813]
 [146037 168962  22006]
 [129762 173337  22128]
 [143762 168787  22408]
 [127662 168612  22181]]"
786,787,0.4,0.6666666666666666,0.5,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5600,700,0.6366666666666667,good,"[[127487 181037  21813]
 [146037 168962  22006]
 [129762 173337  22128]
 [143762 168787  22408]
 [127662 168612  22181]]"
787,788,0.4,0.6666666666666666,0.5,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5600,700,0.6911111111111111,good,"[[127487 181037  21813]
 [146037 168962  22006]
 [129762 173337  22128]
 [143762 168787  22408]
 [127662 168612  22181]]"
788,789,0.4,0.6666666666666666,0.5,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5600,700,0.7455555555555555,good,"[[127487 181037  21813]
 [146037 168962  22006]
 [129762 173337  22128]
 [143762 168787  22408]
 [127662 168612  22181]]"
789,790,0.4,0.6666666666666666,0.5,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5600,700,0.8,good,"[[127487 181037  21813]
 [146037 168962  22006]
 [129762 173337  22128]
 [143762 168787  22408]
 [127662 168612  22181]]"
790,791,0.375,1.0,0.5454545454545454,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5600,750,0.31,good,"[[127593 181218  21815]
 [127593 168093  22134]
 [145968 169031  22003]
 [137718 173531  22509]
 [129843 173343  22115]
 [143718 168843  22396]
 [129656 176718  22115]
 [137343 174281  22546]]"
791,792,0.375,1.0,0.5454545454545454,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5600,750,0.36444444444444446,good,"[[127593 181218  21815]
 [127593 168093  22134]
 [145968 169031  22003]
 [137718 173531  22509]
 [129843 173343  22115]
 [143718 168843  22396]
 [129656 176718  22115]
 [137343 174281  22546]]"
792,793,0.375,1.0,0.5454545454545454,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5600,750,0.41888888888888887,good,"[[127593 181218  21815]
 [127593 168093  22134]
 [145968 169031  22003]
 [137718 173531  22509]
 [129843 173343  22115]
 [143718 168843  22396]
 [129656 176718  22115]
 [137343 174281  22546]]"
793,794,0.375,1.0,0.5454545454545454,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5600,750,0.47333333333333333,good,"[[127593 181218  21815]
 [127593 168093  22134]
 [145968 169031  22003]
 [137718 173531  22509]
 [129843 173343  22115]
 [143718 168843  22396]
 [129656 176718  22115]
 [137343 174281  22546]]"
794,795,0.375,1.0,0.5454545454545454,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5600,750,0.5277777777777778,good,"[[127593 181218  21815]
 [127593 168093  22134]
 [145968 169031  22003]
 [137718 173531  22509]
 [129843 173343  22115]
 [143718 168843  22396]
 [129656 176718  22115]
 [137343 174281  22546]]"
795,796,0.375,1.0,0.5454545454545454,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5600,750,0.5822222222222222,good,"[[127593 181218  21815]
 [127593 168093  22134]
 [145968 169031  22003]
 [137718 173531  22509]
 [129843 173343  22115]
 [143718 168843  22396]
 [129656 176718  22115]
 [137343 174281  22546]]"
796,797,0.375,1.0,0.5454545454545454,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5600,750,0.6366666666666667,good,"[[127593 181218  21815]
 [127593 168093  22134]
 [145968 169031  22003]
 [137718 173531  22509]
 [129843 173343  22115]
 [143718 168843  22396]
 [129656 176718  22115]
 [137343 174281  22546]]"
797,798,0.375,1.0,0.5454545454545454,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5600,750,0.6911111111111111,good,"[[127593 181218  21815]
 [127593 168093  22134]
 [145968 169031  22003]
 [137718 173531  22509]
 [129843 173343  22115]
 [143718 168843  22396]
 [129656 176718  22115]
 [137343 174281  22546]]"
798,799,0.375,1.0,0.5454545454545454,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5600,750,0.7455555555555555,good,"[[127593 181218  21815]
 [127593 168093  22134]
 [145968 169031  22003]
 [137718 173531  22509]
 [129843 173343  22115]
 [143718 168843  22396]
 [129656 176718  22115]
 [137343 174281  22546]]"
799,800,0.375,1.0,0.5454545454545454,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5600,750,0.8,good,"[[127593 181218  21815]
 [127593 168093  22134]
 [145968 169031  22003]
 [137718 173531  22509]
 [129843 173343  22115]
 [143718 168843  22396]
 [129656 176718  22115]
 [137343 174281  22546]]"
800,801,0.42857142857142855,1.0,0.6,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5600,800,0.31,good,"[[137500 174300  22550]
 [127500 180700  21810]
 [143700 168900  22410]
 [129700 173500  22130]
 [146100 168900  22010]
 [137700 173700  22530]
 [127700 168300  22190]]"
801,802,0.42857142857142855,1.0,0.6,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5600,800,0.36444444444444446,good,"[[137500 174300  22550]
 [127500 180700  21810]
 [143700 168900  22410]
 [129700 173500  22130]
 [146100 168900  22010]
 [137700 173700  22530]
 [127700 168300  22190]]"
802,803,0.42857142857142855,1.0,0.6,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5600,800,0.41888888888888887,good,"[[137500 174300  22550]
 [127500 180700  21810]
 [143700 168900  22410]
 [129700 173500  22130]
 [146100 168900  22010]
 [137700 173700  22530]
 [127700 168300  22190]]"
803,804,0.42857142857142855,1.0,0.6,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5600,800,0.47333333333333333,good,"[[137500 174300  22550]
 [127500 180700  21810]
 [143700 168900  22410]
 [129700 173500  22130]
 [146100 168900  22010]
 [137700 173700  22530]
 [127700 168300  22190]]"
804,805,0.42857142857142855,1.0,0.6,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5600,800,0.5277777777777778,good,"[[137500 174300  22550]
 [127500 180700  21810]
 [143700 168900  22410]
 [129700 173500  22130]
 [146100 168900  22010]
 [137700 173700  22530]
 [127700 168300  22190]]"
805,806,0.42857142857142855,1.0,0.6,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5600,800,0.5822222222222222,good,"[[137500 174300  22550]
 [127500 180700  21810]
 [143700 168900  22410]
 [129700 173500  22130]
 [146100 168900  22010]
 [137700 173700  22530]
 [127700 168300  22190]]"
806,807,0.42857142857142855,1.0,0.6,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5600,800,0.6366666666666667,good,"[[137500 174300  22550]
 [127500 180700  21810]
 [143700 168900  22410]
 [129700 173500  22130]
 [146100 168900  22010]
 [137700 173700  22530]
 [127700 168300  22190]]"
807,808,0.42857142857142855,1.0,0.6,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5600,800,0.6911111111111111,good,"[[137500 174300  22550]
 [127500 180700  21810]
 [143700 168900  22410]
 [129700 173500  22130]
 [146100 168900  22010]
 [137700 173700  22530]
 [127700 168300  22190]]"
808,809,0.42857142857142855,1.0,0.6,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5600,800,0.7455555555555555,good,"[[137500 174300  22550]
 [127500 180700  21810]
 [143700 168900  22410]
 [129700 173500  22130]
 [146100 168900  22010]
 [137700 173700  22530]
 [127700 168300  22190]]"
809,810,0.42857142857142855,1.0,0.6,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5600,800,0.8,good,"[[137500 174300  22550]
 [127500 180700  21810]
 [143700 168900  22410]
 [129700 173500  22130]
 [146100 168900  22010]
 [137700 173700  22530]
 [127700 168300  22190]]"
810,811,0.75,1.0,0.8571428571428571,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5800,400,0.31,good,"[[145750 169050  22015]
 [127550 180850  21825]
 [129750 173350  22125]
 [127650 168150  22135]]"
811,812,0.75,1.0,0.8571428571428571,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5800,400,0.36444444444444446,good,"[[145750 169050  22015]
 [127550 180850  21825]
 [129750 173350  22125]
 [127650 168150  22135]]"
812,813,0.75,1.0,0.8571428571428571,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5800,400,0.41888888888888887,good,"[[145750 169050  22015]
 [127550 180850  21825]
 [129750 173350  22125]
 [127650 168150  22135]]"
813,814,0.75,1.0,0.8571428571428571,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5800,400,0.47333333333333333,good,"[[145750 169050  22015]
 [127550 180850  21825]
 [129750 173350  22125]
 [127650 168150  22135]]"
814,815,0.75,1.0,0.8571428571428571,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5800,400,0.5277777777777778,good,"[[145750 169050  22015]
 [127550 180850  21825]
 [129750 173350  22125]
 [127650 168150  22135]]"
815,816,0.75,1.0,0.8571428571428571,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5800,400,0.5822222222222222,good,"[[145750 169050  22015]
 [127550 180850  21825]
 [129750 173350  22125]
 [127650 168150  22135]]"
816,817,0.75,1.0,0.8571428571428571,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5800,400,0.6366666666666667,good,"[[145750 169050  22015]
 [127550 180850  21825]
 [129750 173350  22125]
 [127650 168150  22135]]"
817,818,0.75,1.0,0.8571428571428571,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5800,400,0.6911111111111111,good,"[[145750 169050  22015]
 [127550 180850  21825]
 [129750 173350  22125]
 [127650 168150  22135]]"
818,819,0.75,1.0,0.8571428571428571,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5800,400,0.7455555555555555,good,"[[145750 169050  22015]
 [127550 180850  21825]
 [129750 173350  22125]
 [127650 168150  22135]]"
819,820,0.75,1.0,0.8571428571428571,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5800,400,0.8,good,"[[145750 169050  22015]
 [127550 180850  21825]
 [129750 173350  22125]
 [127650 168150  22135]]"
820,821,0.75,1.0,0.8571428571428571,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5800,450,0.31,good,"[[127518 180843  21819]
 [145968 169031  22010]
 [127743 168356  22179]
 [129543 173418  22123]]"
821,822,0.75,1.0,0.8571428571428571,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5800,450,0.36444444444444446,good,"[[127518 180843  21819]
 [145968 169031  22010]
 [127743 168356  22179]
 [129543 173418  22123]]"
822,823,0.75,1.0,0.8571428571428571,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5800,450,0.41888888888888887,good,"[[127518 180843  21819]
 [145968 169031  22010]
 [127743 168356  22179]
 [129543 173418  22123]]"
823,824,0.75,1.0,0.8571428571428571,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5800,450,0.47333333333333333,good,"[[127518 180843  21819]
 [145968 169031  22010]
 [127743 168356  22179]
 [129543 173418  22123]]"
824,825,0.75,1.0,0.8571428571428571,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5800,450,0.5277777777777778,good,"[[127518 180843  21819]
 [145968 169031  22010]
 [127743 168356  22179]
 [129543 173418  22123]]"
825,826,0.75,1.0,0.8571428571428571,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5800,450,0.5822222222222222,good,"[[127518 180843  21819]
 [145968 169031  22010]
 [127743 168356  22179]
 [129543 173418  22123]]"
826,827,0.75,1.0,0.8571428571428571,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5800,450,0.6366666666666667,good,"[[127518 180843  21819]
 [145968 169031  22010]
 [127743 168356  22179]
 [129543 173418  22123]]"
827,828,0.75,1.0,0.8571428571428571,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5800,450,0.6911111111111111,good,"[[127518 180843  21819]
 [145968 169031  22010]
 [127743 168356  22179]
 [129543 173418  22123]]"
828,829,0.75,1.0,0.8571428571428571,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5800,450,0.7455555555555555,good,"[[127518 180843  21819]
 [145968 169031  22010]
 [127743 168356  22179]
 [129543 173418  22123]]"
829,830,0.75,1.0,0.8571428571428571,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5800,450,0.8,good,"[[127518 180843  21819]
 [145968 169031  22010]
 [127743 168356  22179]
 [129543 173418  22123]]"
830,831,0.5,0.6666666666666666,0.5714285714285715,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5800,500,0.31,good,"[[129687 173437  22131]
 [127562 180812  21818]
 [145937 169062  22006]
 [127687 168562  22181]]"
831,832,0.5,0.6666666666666666,0.5714285714285715,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5800,500,0.36444444444444446,good,"[[129687 173437  22131]
 [127562 180812  21818]
 [145937 169062  22006]
 [127687 168562  22181]]"
832,833,0.5,0.6666666666666666,0.5714285714285715,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5800,500,0.41888888888888887,good,"[[129687 173437  22131]
 [127562 180812  21818]
 [145937 169062  22006]
 [127687 168562  22181]]"
833,834,0.5,0.6666666666666666,0.5714285714285715,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5800,500,0.47333333333333333,good,"[[129687 173437  22131]
 [127562 180812  21818]
 [145937 169062  22006]
 [127687 168562  22181]]"
834,835,0.5,0.6666666666666666,0.5714285714285715,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5800,500,0.5277777777777778,good,"[[129687 173437  22131]
 [127562 180812  21818]
 [145937 169062  22006]
 [127687 168562  22181]]"
835,836,0.5,0.6666666666666666,0.5714285714285715,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5800,500,0.5822222222222222,good,"[[129687 173437  22131]
 [127562 180812  21818]
 [145937 169062  22006]
 [127687 168562  22181]]"
836,837,0.5,0.6666666666666666,0.5714285714285715,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5800,500,0.6366666666666667,good,"[[129687 173437  22131]
 [127562 180812  21818]
 [145937 169062  22006]
 [127687 168562  22181]]"
837,838,0.5,0.6666666666666666,0.5714285714285715,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5800,500,0.6911111111111111,good,"[[129687 173437  22131]
 [127562 180812  21818]
 [145937 169062  22006]
 [127687 168562  22181]]"
838,839,0.5,0.6666666666666666,0.5714285714285715,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5800,500,0.7455555555555555,good,"[[129687 173437  22131]
 [127562 180812  21818]
 [145937 169062  22006]
 [127687 168562  22181]]"
839,840,0.5,0.6666666666666666,0.5714285714285715,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5800,500,0.8,good,"[[129687 173437  22131]
 [127562 180812  21818]
 [145937 169062  22006]
 [127687 168562  22181]]"
840,841,0.5,0.6666666666666666,0.5714285714285715,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5800,550,0.31,good,"[[127531 180881  21814]
 [145681 169056  22006]
 [129731 173456  22130]
 [127668 168643  22171]]"
841,842,0.5,0.6666666666666666,0.5714285714285715,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5800,550,0.36444444444444446,good,"[[127531 180881  21814]
 [145681 169056  22006]
 [129731 173456  22130]
 [127668 168643  22171]]"
842,843,0.5,0.6666666666666666,0.5714285714285715,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5800,550,0.41888888888888887,good,"[[127531 180881  21814]
 [145681 169056  22006]
 [129731 173456  22130]
 [127668 168643  22171]]"
843,844,0.5,0.6666666666666666,0.5714285714285715,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5800,550,0.47333333333333333,good,"[[127531 180881  21814]
 [145681 169056  22006]
 [129731 173456  22130]
 [127668 168643  22171]]"
844,845,0.5,0.6666666666666666,0.5714285714285715,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5800,550,0.5277777777777778,good,"[[127531 180881  21814]
 [145681 169056  22006]
 [129731 173456  22130]
 [127668 168643  22171]]"
845,846,0.5,0.6666666666666666,0.5714285714285715,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5800,550,0.5822222222222222,good,"[[127531 180881  21814]
 [145681 169056  22006]
 [129731 173456  22130]
 [127668 168643  22171]]"
846,847,0.5,0.6666666666666666,0.5714285714285715,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5800,550,0.6366666666666667,good,"[[127531 180881  21814]
 [145681 169056  22006]
 [129731 173456  22130]
 [127668 168643  22171]]"
847,848,0.5,0.6666666666666666,0.5714285714285715,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5800,550,0.6911111111111111,good,"[[127531 180881  21814]
 [145681 169056  22006]
 [129731 173456  22130]
 [127668 168643  22171]]"
848,849,0.5,0.6666666666666666,0.5714285714285715,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5800,550,0.7455555555555555,good,"[[127531 180881  21814]
 [145681 169056  22006]
 [129731 173456  22130]
 [127668 168643  22171]]"
849,850,0.5,0.6666666666666666,0.5714285714285715,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5800,550,0.8,good,"[[127531 180881  21814]
 [145681 169056  22006]
 [129731 173456  22130]
 [127668 168643  22171]]"
850,851,0.5,0.6666666666666666,0.5714285714285715,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5800,600,0.31,good,"[[127575 180825  21817]
 [146025 168975  22012]
 [129825 173325  22117]
 [127725 168675  22177]]"
851,852,0.5,0.6666666666666666,0.5714285714285715,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5800,600,0.36444444444444446,good,"[[127575 180825  21817]
 [146025 168975  22012]
 [129825 173325  22117]
 [127725 168675  22177]]"
852,853,0.5,0.6666666666666666,0.5714285714285715,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5800,600,0.41888888888888887,good,"[[127575 180825  21817]
 [146025 168975  22012]
 [129825 173325  22117]
 [127725 168675  22177]]"
853,854,0.5,0.6666666666666666,0.5714285714285715,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5800,600,0.47333333333333333,good,"[[127575 180825  21817]
 [146025 168975  22012]
 [129825 173325  22117]
 [127725 168675  22177]]"
854,855,0.5,0.6666666666666666,0.5714285714285715,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5800,600,0.5277777777777778,good,"[[127575 180825  21817]
 [146025 168975  22012]
 [129825 173325  22117]
 [127725 168675  22177]]"
855,856,0.5,0.6666666666666666,0.5714285714285715,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5800,600,0.5822222222222222,good,"[[127575 180825  21817]
 [146025 168975  22012]
 [129825 173325  22117]
 [127725 168675  22177]]"
856,857,0.5,0.6666666666666666,0.5714285714285715,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5800,600,0.6366666666666667,good,"[[127575 180825  21817]
 [146025 168975  22012]
 [129825 173325  22117]
 [127725 168675  22177]]"
857,858,0.5,0.6666666666666666,0.5714285714285715,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5800,600,0.6911111111111111,good,"[[127575 180825  21817]
 [146025 168975  22012]
 [129825 173325  22117]
 [127725 168675  22177]]"
858,859,0.5,0.6666666666666666,0.5714285714285715,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5800,600,0.7455555555555555,good,"[[127575 180825  21817]
 [146025 168975  22012]
 [129825 173325  22117]
 [127725 168675  22177]]"
859,860,0.5,0.6666666666666666,0.5714285714285715,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5800,600,0.8,good,"[[127575 180825  21817]
 [146025 168975  22012]
 [129825 173325  22117]
 [127725 168675  22177]]"
860,861,0.5,1.0,0.6666666666666666,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5800,650,0.31,good,"[[127481 180781  21815]
 [146006 169081  22010]
 [129756 173468  22124]
 [127643 175418  22286]
 [127643 168268  22156]
 [143731 168918  22400]]"
861,862,0.5,1.0,0.6666666666666666,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5800,650,0.36444444444444446,good,"[[127481 180781  21815]
 [146006 169081  22010]
 [129756 173468  22124]
 [127643 175418  22286]
 [127643 168268  22156]
 [143731 168918  22400]]"
862,863,0.5,1.0,0.6666666666666666,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5800,650,0.41888888888888887,good,"[[127481 180781  21815]
 [146006 169081  22010]
 [129756 173468  22124]
 [127643 175418  22286]
 [127643 168268  22156]
 [143731 168918  22400]]"
863,864,0.5,1.0,0.6666666666666666,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5800,650,0.47333333333333333,good,"[[127481 180781  21815]
 [146006 169081  22010]
 [129756 173468  22124]
 [127643 175418  22286]
 [127643 168268  22156]
 [143731 168918  22400]]"
864,865,0.5,1.0,0.6666666666666666,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5800,650,0.5277777777777778,good,"[[127481 180781  21815]
 [146006 169081  22010]
 [129756 173468  22124]
 [127643 175418  22286]
 [127643 168268  22156]
 [143731 168918  22400]]"
865,866,0.5,1.0,0.6666666666666666,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5800,650,0.5822222222222222,good,"[[127481 180781  21815]
 [146006 169081  22010]
 [129756 173468  22124]
 [127643 175418  22286]
 [127643 168268  22156]
 [143731 168918  22400]]"
866,867,0.5,1.0,0.6666666666666666,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5800,650,0.6366666666666667,good,"[[127481 180781  21815]
 [146006 169081  22010]
 [129756 173468  22124]
 [127643 175418  22286]
 [127643 168268  22156]
 [143731 168918  22400]]"
867,868,0.5,1.0,0.6666666666666666,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5800,650,0.6911111111111111,good,"[[127481 180781  21815]
 [146006 169081  22010]
 [129756 173468  22124]
 [127643 175418  22286]
 [127643 168268  22156]
 [143731 168918  22400]]"
868,869,0.5,1.0,0.6666666666666666,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5800,650,0.7455555555555555,good,"[[127481 180781  21815]
 [146006 169081  22010]
 [129756 173468  22124]
 [127643 175418  22286]
 [127643 168268  22156]
 [143731 168918  22400]]"
869,870,0.5,1.0,0.6666666666666666,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5800,650,0.8,good,"[[127481 180781  21815]
 [146006 169081  22010]
 [129756 173468  22124]
 [127643 175418  22286]
 [127643 168268  22156]
 [143731 168918  22400]]"
870,871,0.5,0.6666666666666666,0.5714285714285715,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5800,700,0.31,good,"[[127487 181037  21813]
 [146037 168962  22006]
 [129762 173337  22128]
 [127662 168612  22181]]"
